,id,subject_rf,name_full,name_short,name_employee,inn,orn,legal_address,actual_address,phone,email,site,count_mkd,area_total,w_summ
36,8642608,Новосибирская область,"Жилищный кооператив ""Роща""","ЖК ""Роща"" ",Зинаида Петровна Куликова,5410109434,1025403907022.0,"г. Новосибирск, ул. Олеко Дундича, д. 25","г. Новосибирск, ул. Олеко Дундича, д. 25",2041385,zina.kulikova.38@mail.ru,http://жк-роща.рф,1.0,5809.2,28.5
37,8915855,Новосибирская область,"Жилищный кооператив ""Сибсельмашевец-1!","ЖК ""Сибсельмашевец-1""",Альбина Николаевна Белина,5404117846,1035401490541.0,"г. Новосибирск, ул. Немировича-Данченко, д. 14/2","г. Новосибирск, ул. Немировича-Данченко, д. 14/2",8 9139599645,kld123@yandex.ru,,1.0,2913.3,29.0
38,8913508,Новосибирская область,Жилищный кооператив Сибсельмашевец-4,ЖК Сибсельмашевец-4,Лидия Александровна Капгер,5404117839,1035401484766.0,"г. Новосибирск, ул. Ударная, д. 23","г. Новосибирск, ул. Ударная, д. 23",(383)343-33-13,sibselmash4@gmail.com,,1.0,1188.98,24.5
39,8924406,Новосибирская область,"Жилищный кооператив ""Снежинка""","ЖК ""Снежинка""",Сергей Михайлович Петров,5401108515,1025400518637.0,"г. Новосибирск, ул. Кошурникова, д. 51","г. Новосибирск, ул. Кошурникова, д. 51",8-903-906-5781,gk-sneginka@mail.ru,,1.0,8670.0,23.5
40,8915206,Новосибирская область,"Жилищный кооператив ""СОСНОВЫЙ БОР""","ЖК ""Сосновый бор""",Лариса Михайловна Бокслер,5402103326,1035401008862.0,"г. Новосибирск, ул. Дачная, д. 21, к. 3","г. Новосибирск, ул. Дачная, д. 21, к. 3",8-960-794-92-41,boksler@yandex.ru,731.gkh.ru,1.0,6079.3,59.5
41,8627444,Новосибирская область,Жилищный кооператив «Тайга-2»,ЖК «Тайга-2»,Людмила Федоровна Гуменная,5402109208,1025401024747.0,"г. Новосибирск, ул. Линейная, д. 47","г. Новосибирск, ул. Линейная, д. 47",236-04-55,Luiza_Privalova@mail.ru,http://тсж.жкхнсо.рф/жк-тайга2/,1.0,0.0,13.5
42,8914611,Новосибирская область,"жилищный кооператив "" Транспортник""","ЖК ""Транспортник""",Дина Борисовна Оренбурова Дина Борисовна,5407120886,1035403190668.0,"г. Новосибирск, ул. Ленина, д. 30/2","г. Новосибирск, ул. Ленина, д. 30/2",89137404356,dina.orenburova@yandex.ru,deqkh.ru,1.0,4104.9,33.5
43,8880531,Новосибирская область,"Жилищный кооператив ""Ударник""","ЖК ""Ударник""",Игорь Александрович Горнаков,5401102016,1035400510771.0,"г. Новосибирск, ул. Доватора, д. 13","г. Новосибирск, ул. Доватора, д. 13",8-913-200-72-63,Ekaterina_02041957@mail.ru,,1.0,7087.1,31.5
44,8914827,Новосибирская область,"Жилищно-строительный кооператив ""Южный-1""","ЖКХ ""Южный-1""",Василий Александрович Киселев,5408119749,2085473070362.0,"г. Новосибирск, ул. Печатников, д. 11","г. Новосибирск, ул. Печатников, д. 11",89529141725,vakiselev82@rambler.ru,http://731.degkh.ru/zhsk_yuzhnyy_1/,1.0,2700.0,21.0
45,8922420,Новосибирская область,"Жилищный кооператив ""Центральный""","ЖК ""Центральный""",Марина Вианоровна Кондратьева,5405115778,1025401924668.0,"г. Новосибирск, ул. Белинского, д. 6","г. Новосибирск, ул. Белинского, д. 6",(383)218-84-91,bel6@bel6.ru,http://bel6.ru/,1.0,21052.1,26.5
46,8918316,Новосибирская область,"Жилищный кооператив ""Электрон""","ЖК ""Электрон""", Андрей Геннадьевич Маркин,5405108756,1025401924514.0,"г. Новосибирск, ул. Добролюбова, д. 22","г. Новосибирск, ул. Добролюбова, д. 22",8 (962) 8383798,,,1.0,4372.1,22.0
47,8431458,Новосибирская область,"Жилищный кооператив ""Южный-3""","ЖК ""Южный-3""",Наталья Игоревна Деркачева,5405116482,1025401932093.0,"г. Новосибирск, ул. Декабристов, д. 111","г. Новосибирск, ул. Декабристов, д. 111",8(961)875-66-02,dekabristov.111@mail.ru,jkyuznyi.narod2.ru,1.0,13472.0,0.0
48,8595040,Новосибирская область,Жилищно-строительный кооператив №16,ЖСК №16,Владимир Михайлович Горлов,5445008275,1025404731406.0,"г. Бердск, ул. Лунная, д. 14","г. Бердск, ул. Лунная, д. 14",3834137072,gsk16@list.ru,лунная14.рф,1.0,4421.0,28.5
49,8612838,Новосибирская область,ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ-17,ЖСК-17,ВАЛЕНТИНА КИРИЛЛОВНА КОРЖОВА,5445008229,1025404730427.0,"г. Бердск, ул. Ленина, д. 90","г. Бердск, ул. Ленина, д. 90",8(38341)29396 ,korgova55@mail.ru,,2.0,10578.0,24.0
50,8924638,Новосибирская область,"Жилищно-строительный кооператив ""50 лет Октября""","ЖСК ""50 лет Октября""",Владимир Афанасьевич Матвеев,5405115619,1025401934975.0,"г. Новосибирск, ул. Добролюбова, д. 24","г. Новосибирск, ул. Добролюбова, д. 24",8(383)2060494,natalya_wolf@mail.ru,,1.0,4940.4,28.0
51,8876694,Новосибирская область,"Жилищно-строительный кооператив ""50-лет Советской Армии""",ЖСК 50 лет Советской армии,Иосиф Михайлович Лернер,5401108610,1035400513081.0,"г. Новосибирск, ул. Кошурникова, д. 13","г. Новосибирск, ул. Кошурникова, д. 13",3832783663,s14031969@mail.ru,www.reformagkh.ru,1.0,5910.6,0.0
52,8915929,Новосибирская область,"ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""8 МАРТА""","ЖСК ""8 МАРТА""",Владимир Анатольевич Балаганский,5402110010,1025401021690.0,"г. Новосибирск, ул. Переездная, д. 64","г. Новосибирск, ул. Переездная, д. 64",89618484857,jsk8marta@mail.ru,http://8-mart.i-gkh.ru,1.0,8381.0,28.5
53,8928389,Новосибирская область,"Жилищно-строительный кооператив ""9 Мая""","ЖСК ""9 Мая""",Сергей Викторович Ганчин,5405115400,1025401924492.0,"г. Новосибирск, ул. Никитина, д. 9","г. Новосибирск, ул. Никитина, д. 9",89529066999,sganchin@yandex.ru,,1.0,2658.9,24.5
54,8915373,Новосибирская область,"Жилищно-строительный кооператив ""Авангард""","ЖСК ""Авангард""",Тамара Михайловна Кузьмина,5402103319,1025401024615.0,"г. Новосибирск, ул. Михаила Перевозчикова, д. 7","г. Новосибирск, ул. Михаила Перевозчикова, д. 7",2272225,Inkognito94@list.ru,,1.0,2633.3,0.0
55,8918723,Новосибирская область,"Жилищно-строительный кооператив ""Аврора""","ЖСК ""Аврора""",Валерий Федорович Голямов,5406014412,1025402488803.0,"г. Новосибирск, ул. Ипподромская, д. 30","г. Новосибирск, ул. Ипподромская, д. 30",224-08-19,avroragsk@mail.ru,http://731.degkh.ru/zhsk_avrora/,2.0,21105.3,0.0
56,8936818,Новосибирская область,"Жилищно-строительный кооператив ""Автогенная 69""","ЖСК ""Автогенная 69""",Анатолий Владимирович Салаев,5407467285,1115476091037.0,"г. Новосибирск, ул. Советская, д. 37, п. 410","г. Новосибирск, ул. Автогенная, д. 69, п. -",8(383)209-08-22,niike@mail.ru,,1.0,14400.9,31.5
57,8554658,Новосибирская область,"Жилищно-строительный кооператив ""Автомобилист""","ЖСК ""Автомобилист""",Галина Александровна Шевелева,5447105475,2125485043650.0,"г. Куйбышев, кв-л. 14-й, д. 1","г. Куйбышев, кв-л. 14-й, д. 1",5-26-26,sever7777777@mail.ru,,1.0,2860.9,22.0
58,8882437,Новосибирская область,"Жилищно-строительный кооператив ""Автомобилист-1""","ЖСК ""Автомобилист-1""",Любовь Петровна Анисимова,5401110176,1025400519440.0,"г. Новосибирск, ул. Коминтерна, д. 128/1","г. Новосибирск, ул. Коминтерна, д. 128/1, п. офис 2",8-923-701-41-06,Avtomobilist11989@mail.ru,http://731.degkh.ru/zhsk_avtomobilist_1/,1.0,11014.1,33.5
59,8652011,Новосибирская область,Жилищно-строительный кооператив «Аист»,ЖСК «Аист»,Нина Ивановна Григорьева,5401108674,1025400529846.0,"г. Новосибирск, ул. Адриена Лежена, д. 3/1","г. Новосибирск, ул. Адриена Лежена, д. 3/1",+7 (383) 267-74-90,ekaterina_02041957@mail.ru,http://тсж.жкхнсо.рф/жск-аист/,1.0,5535.0,28.5
60,8925919,Новосибирская область,"Жилищно-строительный кооператив ""АКАДЕМЖИЛСТРОЙ""","ЖСК ""АКАДЕМЖИЛСТРОЙ""",Геннадий Алексеевич Ефентьев,5405358386,1075405027940.0,"г. Новосибирск, ул. Сакко и Ванцетти, д. 40","г. Новосибирск, ул. Сакко и Ванцетти, д. 40",8-963-944-5516,ega-igd@mail.ru,www.академжилстрой.рф,1.0,6645.3,29.0
61,8583460,Новосибирская область,"Жилищно-строительный кооператив ""Аккорд""",ЖСК Аккорд,Людмила Михайловна Галунга,5401110225,1045400512431.0,"г. Новосибирск, ул. Кошурникова, д. 29","г. Новосибирск, ул. Кошурникова, д. 29",8-953-773-06-89,chng72@mail.ru,,1.0,0.0,22.5
62,8913089,Новосибирская область,"Жилищно-строительный кооператив ""Алмаз""",ЖСК Алмаз,Виктор Арсентьевич Купцов,5404118511,1025401506943.0,"г. Новосибирск, ул. Пермитина, д. 8","г. Новосибирск, ул. Пермитина, д. 8",89232570664,zskalmaz@ya.ru,,1.0,3398.4,21.0
63,8674018,Новосибирская область,Жилищно-строительный кооператив Алмаз-1,ЖСК Алмаз-1,Галина Викторовна Дмитриева,5404117726,1025401480477.0,"г. Новосибирск, ул. Выставочная, д. 11","г. Новосибирск, ул. Выставочная, д. 11","351-50-22,",dgv2308@mail.ru,,1.0,4526.0,25.0
64,8927552,Новосибирская область,"ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""АЛЬТАИР""","ЖСК ""АЛЬТАИР""",Елена Владимировна Кадина,5404118014,1025401482600.0,"г. Новосибирск, ул. Связистов, д. 123","г. Новосибирск, ул. Связистов, д. 123",356-69-43,altair.1985@ya.ru,,1.0,8569.3,28.5
65,8926116,Новосибирская область,"Жилищно-строительный кооператив ""Аметист""","ЖСК ""Аметист""",Наталья Николаевна Черенкова,5405115168,1025401923810.0,"г. Новосибирск, ул. Федосеева, д. 34","г. Новосибирск, ул. Федосеева, д. 34",8-913-902-33-86,nncherenkova@yandex.ru,http://тсж.жкхнсо.рф/жск-аметист/,2.0,7533.32,28.5
66,8926115,Новосибирская область,"Жилищно-строительный кооператив ""Ангара""","ЖСК ""Ангара""",Нина Борисовна Бобина,5405115552,1025401931136.0,"г. Новосибирск, ул. Бориса Богаткова, д. 193","г. Новосибирск, ул. Бориса Богаткова, д. 193",260-85-43,prokopenkolg@bk.ru,,1.0,3008.0,27.0
67,8925596,Новосибирская область,"Жилищно-строительный кооператив ""Аргон""","ЖСК ""Аргон""",Валентина Михайловна Кочетова,5402109198,1025401022140.0,"г. Новосибирск, ул. Кропоткина, д. 269, п. 111","г. Новосибирск, ул. Кропоткина, д. 269, п. 111",8(383) 273-35-50,argon269@mail.ru,0,1.0,16103.1,43.5
68,8496166,Новосибирская область,"Жилищно-строительный кооператив ""Арфа""","ЖСК ""Арфа",Алексей Михайлович Базанов,5404117733,1025401487858.0,"г. Новосибирск, ул. Невельского, д. 21","г. Новосибирск, ул. Невельского, д. 21",89529203161,arfa.ngs.ru@mail.ru,731.degkh.ru/zhsk_arfa/,1.0,3304.0,30.0
69,8593615,Новосибирская область,"Жилищно-строительный кооператив ""Аэрофлот-2""","ЖСК ""Аэрофлот-2""",Михаил Иннокентьевич Ананьин,5404118102,1025401498715.0,"г. Новосибирск, ул. Широкая, д. 133, к. 1","г. Новосибирск, ул. Широкая, д. 133, к. 1",8-913-480-42-09,plehanova-56@mail.ru,,1.0,9238.2,26.5
70,8872169,Новосибирская область,Жилищно-строительный кооператив Байкал -2,ЖСК Байкал-2,Валентина Павловна Емельянцева,5401108554,1025400520221.0,"г. Новосибирск, ул. Кошурникова, д. 7/1","г. Новосибирск, ул. Кошурникова, д. 7/1, п. 44",89139367256 89134503293,mikirtumovalv@mail.ru,reformagkh.ru,1.0,12256.8,26.5
71,8927111,Новосибирская область,"Жилищно-строительный кооператив ""Березка-3""","ЖСК ""Березка-3""",Елена Васильевна Пичугина,5403105478,1025401309230.0,"г. Новосибирск, ул. Зорге, д. 117/2","г. Новосибирск, д. 117/2",89134750734,eg-ger@yandex.ru,http://berezka-3.ru/,1.0,4799.7,25.5
72,8920886,Новосибирская область,"Жилищно-строительный кооператив ""БИЯ""","ЖСК ""БИЯ""",Татьяна Николаевна Сухосыр,5405114260,1025401936890.0,"г. Новосибирск, ул. Высоцкого, д. 40","г. Новосибирск, ул. Высоцкого, д. 40",(383) 3470205,nfyz1960@sibnet.ru,,2.0,67661.0,31.0
73,8661069,Новосибирская область,"Жилищно-строительный кооператив ""Венера""","ЖСК ""Венера""",Вероника Владимировна Ревидович,5407120861,1025403223526.0,"г. Новосибирск, ул. Челюскинцев, д. 18","г. Новосибирск, ул. Челюскинцев, д. 18",8-913-939-16-86,zhsk@mail.ru,,1.0,10565.6,29.5
74,8915710,Новосибирская область,"Жилищно строительный кооператив ""Вертикаль""","ЖСК ""Вертикаль""",Галина Корольевна Кузнецова,5402103333,1025401019918.0,"г. Новосибирск, ул. Жуковского, д. 113","г. Новосибирск, ул. Жуковского, д. 113","(383) 239-1306, 226-8564",vertikalgsk@bk.ru,,1.0,3820.4,23.0
75,8554990,Новосибирская область,"Жилищно-строительный кооператив ""Весенний""","ЖСК ""Весенний""",Татьяна Эрикленовна Дрозина,5402124622,1025401026617.0,"г. Новосибирск, ул. Тимирязева, д. 72","г. Новосибирск, ул. Тимирязева, д. 72",8-913-724-9878,gskvesenniy@yandex.ru,,1.0,2633.3,27.0
76,8934579,Новосибирская область,"жилищно-строительный кооператив  ""ВМЕСТЕ-1""","ЖСК ""ВМЕСТЕ-1""",Ольга Владимировна Кистанова,5405485680,1135476168123.0,"г. Новосибирск, ул. Выборная, д. 91/2, п. офис 1","г. Новосибирск, ул. Выборная, д. 91/2, п. офис 1",8-9137119934,vmeste_1@bk.ru,https://vk.com/vmeste54,1.0,13637.9,26.0
77,8604431,Новосибирская область,Жилищно-строительный кооператив «Волна»,ЖСК «Волна»,Людмила Ивановна Костылева,5403119784,1025401313178.0,"г. Новосибирск, ул. Урманова, д. 1","г. Новосибирск, ул. Урманова, д. 1",8-905-950-22-56,volna630033@yandex.ru,,1.0,10989.8,29.5
78,8927590,Новосибирская область,ЖСК ВОЛНА,ЖСК ВОЛНА,Елена Сергеевна Филиппова,5406016402,1025402469762.0,"г. Новосибирск, ул. Некрасова, д. 61","г. Новосибирск, ул. Некрасова, д. 61",(383)2112561,iris18364@mail.ru,www.reformagkh.ru,1.0,3324.9,24.0
